img, img1, img2, ann
/media/andersen/D/Thesis/Dataset/Clip65/0377.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0376.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0375.jpg,/media/andersen/D/Thesis/GroundTruth/Clip65/0377.png
/media/andersen/D/Thesis/Dataset/Clip15/0216.jpg,/media/andersen/D/Thesis/Dataset/Clip15/0215.jpg,/media/andersen/D/Thesis/Dataset/Clip15/0214.jpg,/media/andersen/D/Thesis/GroundTruth/Clip15/0216.png
/media/andersen/D/Thesis/Dataset/Clip1/0096.jpg,/media/andersen/D/Thesis/Dataset/Clip1/0095.jpg,/media/andersen/D/Thesis/Dataset/Clip1/0094.jpg,/media/andersen/D/Thesis/GroundTruth/Clip1/0096.png
/media/andersen/D/Thesis/Dataset/Clip79/0115.jpg,/media/andersen/D/Thesis/Dataset/Clip79/0114.jpg,/media/andersen/D/Thesis/Dataset/Clip79/0113.jpg,/media/andersen/D/Thesis/GroundTruth/Clip79/0115.png
/media/andersen/D/Thesis/Dataset/Clip52/0479.jpg,/media/andersen/D/Thesis/Dataset/Clip52/0478.jpg,/media/andersen/D/Thesis/Dataset/Clip52/0477.jpg,/media/andersen/D/Thesis/GroundTruth/Clip52/0479.png
/media/andersen/D/Thesis/Dataset/Clip45/0075.jpg,/media/andersen/D/Thesis/Dataset/Clip45/0074.jpg,/media/andersen/D/Thesis/Dataset/Clip45/0073.jpg,/media/andersen/D/Thesis/GroundTruth/Clip45/0075.png
/media/andersen/D/Thesis/Dataset/Clip36/0070.jpg,/media/andersen/D/Thesis/Dataset/Clip36/0069.jpg,/media/andersen/D/Thesis/Dataset/Clip36/0068.jpg,/media/andersen/D/Thesis/GroundTruth/Clip36/0070.png
/media/andersen/D/Thesis/Dataset/Clip80/0001.jpg,/media/andersen/D/Thesis/Dataset/Clip80/0000.jpg,/media/andersen/D/Thesis/Dataset/Clip80/0156.jpg,/media/andersen/D/Thesis/GroundTruth/Clip80/0001.png
/media/andersen/D/Thesis/Dataset/Clip71/0153.jpg,/media/andersen/D/Thesis/Dataset/Clip71/0152.jpg,/media/andersen/D/Thesis/Dataset/Clip71/0151.jpg,/media/andersen/D/Thesis/GroundTruth/Clip71/0153.png
/media/andersen/D/Thesis/Dataset/Clip39/0303.jpg,/media/andersen/D/Thesis/Dataset/Clip39/0302.jpg,/media/andersen/D/Thesis/Dataset/Clip39/0301.jpg,/media/andersen/D/Thesis/GroundTruth/Clip39/0303.png
/media/andersen/D/Thesis/Dataset/Clip16/0859.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0858.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0857.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0859.png
/media/andersen/D/Thesis/Dataset/Clip65/0661.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0660.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0659.jpg,/media/andersen/D/Thesis/GroundTruth/Clip65/0661.png
/media/andersen/D/Thesis/Dataset/Clip16/0249.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0248.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0247.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0249.png
/media/andersen/D/Thesis/Dataset/Clip33/0040.jpg,/media/andersen/D/Thesis/Dataset/Clip33/0039.jpg,/media/andersen/D/Thesis/Dataset/Clip33/0038.jpg,/media/andersen/D/Thesis/GroundTruth/Clip33/0040.png
/media/andersen/D/Thesis/Dataset/Clip55/0031.jpg,/media/andersen/D/Thesis/Dataset/Clip55/0030.jpg,/media/andersen/D/Thesis/Dataset/Clip55/0029.jpg,/media/andersen/D/Thesis/GroundTruth/Clip55/0031.png
/media/andersen/D/Thesis/Dataset/Clip16/0579.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0578.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0577.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0579.png
/media/andersen/D/Thesis/Dataset/Clip16/0752.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0751.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0750.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0752.png
/media/andersen/D/Thesis/Dataset/Clip78/0471.jpg,/media/andersen/D/Thesis/Dataset/Clip78/0470.jpg,/media/andersen/D/Thesis/Dataset/Clip78/0469.jpg,/media/andersen/D/Thesis/GroundTruth/Clip78/0471.png
/media/andersen/D/Thesis/Dataset/Clip75/0329.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0328.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0327.jpg,/media/andersen/D/Thesis/GroundTruth/Clip75/0329.png
/media/andersen/D/Thesis/Dataset/Clip12/0350.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0349.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0348.jpg,/media/andersen/D/Thesis/GroundTruth/Clip12/0350.png
/media/andersen/D/Thesis/Dataset/Clip50/0232.jpg,/media/andersen/D/Thesis/Dataset/Clip50/0231.jpg,/media/andersen/D/Thesis/Dataset/Clip50/0230.jpg,/media/andersen/D/Thesis/GroundTruth/Clip50/0232.png
/media/andersen/D/Thesis/Dataset/Clip73/0126.jpg,/media/andersen/D/Thesis/Dataset/Clip73/0125.jpg,/media/andersen/D/Thesis/Dataset/Clip73/0124.jpg,/media/andersen/D/Thesis/GroundTruth/Clip73/0126.png
/media/andersen/D/Thesis/Dataset/Clip47/0051.jpg,/media/andersen/D/Thesis/Dataset/Clip47/0050.jpg,/media/andersen/D/Thesis/Dataset/Clip47/0049.jpg,/media/andersen/D/Thesis/GroundTruth/Clip47/0051.png
/media/andersen/D/Thesis/Dataset/Clip66/0084.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0083.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0082.jpg,/media/andersen/D/Thesis/GroundTruth/Clip66/0084.png
/media/andersen/D/Thesis/Dataset/Clip17/0190.jpg,/media/andersen/D/Thesis/Dataset/Clip17/0189.jpg,/media/andersen/D/Thesis/Dataset/Clip17/0188.jpg,/media/andersen/D/Thesis/GroundTruth/Clip17/0190.png
/media/andersen/D/Thesis/Dataset/Clip65/0630.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0629.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0628.jpg,/media/andersen/D/Thesis/GroundTruth/Clip65/0630.png
/media/andersen/D/Thesis/Dataset/Clip31/0666.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0665.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0664.jpg,/media/andersen/D/Thesis/GroundTruth/Clip31/0666.png
/media/andersen/D/Thesis/Dataset/Clip71/0100.jpg,/media/andersen/D/Thesis/Dataset/Clip71/0099.jpg,/media/andersen/D/Thesis/Dataset/Clip71/0098.jpg,/media/andersen/D/Thesis/GroundTruth/Clip71/0100.png
/media/andersen/D/Thesis/Dataset/Clip10/0017.jpg,/media/andersen/D/Thesis/Dataset/Clip10/0016.jpg,/media/andersen/D/Thesis/Dataset/Clip10/0015.jpg,/media/andersen/D/Thesis/GroundTruth/Clip10/0017.png
/media/andersen/D/Thesis/Dataset/Clip65/0352.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0351.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0350.jpg,/media/andersen/D/Thesis/GroundTruth/Clip65/0352.png
/media/andersen/D/Thesis/Dataset/Clip28/0121.jpg,/media/andersen/D/Thesis/Dataset/Clip28/0120.jpg,/media/andersen/D/Thesis/Dataset/Clip28/0119.jpg,/media/andersen/D/Thesis/GroundTruth/Clip28/0121.png
/media/andersen/D/Thesis/Dataset/Clip69/0320.jpg,/media/andersen/D/Thesis/Dataset/Clip69/0319.jpg,/media/andersen/D/Thesis/Dataset/Clip69/0318.jpg,/media/andersen/D/Thesis/GroundTruth/Clip69/0320.png
/media/andersen/D/Thesis/Dataset/Clip65/0546.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0545.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0544.jpg,/media/andersen/D/Thesis/GroundTruth/Clip65/0546.png
/media/andersen/D/Thesis/Dataset/Clip71/0283.jpg,/media/andersen/D/Thesis/Dataset/Clip71/0282.jpg,/media/andersen/D/Thesis/Dataset/Clip71/0281.jpg,/media/andersen/D/Thesis/GroundTruth/Clip71/0283.png
/media/andersen/D/Thesis/Dataset/Clip73/0115.jpg,/media/andersen/D/Thesis/Dataset/Clip73/0114.jpg,/media/andersen/D/Thesis/Dataset/Clip73/0113.jpg,/media/andersen/D/Thesis/GroundTruth/Clip73/0115.png
/media/andersen/D/Thesis/Dataset/Clip77/0107.jpg,/media/andersen/D/Thesis/Dataset/Clip77/0106.jpg,/media/andersen/D/Thesis/Dataset/Clip77/0105.jpg,/media/andersen/D/Thesis/GroundTruth/Clip77/0107.png
/media/andersen/D/Thesis/Dataset/Clip69/0384.jpg,/media/andersen/D/Thesis/Dataset/Clip69/0383.jpg,/media/andersen/D/Thesis/Dataset/Clip69/0382.jpg,/media/andersen/D/Thesis/GroundTruth/Clip69/0384.png
/media/andersen/D/Thesis/Dataset/Clip77/0306.jpg,/media/andersen/D/Thesis/Dataset/Clip77/0305.jpg,/media/andersen/D/Thesis/Dataset/Clip77/0304.jpg,/media/andersen/D/Thesis/GroundTruth/Clip77/0306.png
/media/andersen/D/Thesis/Dataset/Clip38/0068.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0067.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0066.jpg,/media/andersen/D/Thesis/GroundTruth/Clip38/0068.png
/media/andersen/D/Thesis/Dataset/Clip75/0167.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0166.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0165.jpg,/media/andersen/D/Thesis/GroundTruth/Clip75/0167.png
/media/andersen/D/Thesis/Dataset/Clip16/0570.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0569.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0568.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0570.png
/media/andersen/D/Thesis/Dataset/Clip44/0257.jpg,/media/andersen/D/Thesis/Dataset/Clip44/0256.jpg,/media/andersen/D/Thesis/Dataset/Clip44/0255.jpg,/media/andersen/D/Thesis/GroundTruth/Clip44/0257.png
/media/andersen/D/Thesis/Dataset/Clip66/0337.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0336.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0335.jpg,/media/andersen/D/Thesis/GroundTruth/Clip66/0337.png
/media/andersen/D/Thesis/Dataset/Clip60/0191.jpg,/media/andersen/D/Thesis/Dataset/Clip60/0190.jpg,/media/andersen/D/Thesis/Dataset/Clip60/0189.jpg,/media/andersen/D/Thesis/GroundTruth/Clip60/0191.png
/media/andersen/D/Thesis/Dataset/Clip47/0170.jpg,/media/andersen/D/Thesis/Dataset/Clip47/0169.jpg,/media/andersen/D/Thesis/Dataset/Clip47/0168.jpg,/media/andersen/D/Thesis/GroundTruth/Clip47/0170.png
/media/andersen/D/Thesis/Dataset/Clip74/0022.jpg,/media/andersen/D/Thesis/Dataset/Clip74/0021.jpg,/media/andersen/D/Thesis/Dataset/Clip74/0020.jpg,/media/andersen/D/Thesis/GroundTruth/Clip74/0022.png
/media/andersen/D/Thesis/Dataset/Clip35/0477.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0476.jpg,/media/andersen/D/Thesis/Dataset/Clip35/0475.jpg,/media/andersen/D/Thesis/GroundTruth/Clip35/0477.png
/media/andersen/D/Thesis/Dataset/Clip75/0305.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0304.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0303.jpg,/media/andersen/D/Thesis/GroundTruth/Clip75/0305.png
/media/andersen/D/Thesis/Dataset/Clip12/0251.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0250.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0249.jpg,/media/andersen/D/Thesis/GroundTruth/Clip12/0251.png
/media/andersen/D/Thesis/Dataset/Clip50/0084.jpg,/media/andersen/D/Thesis/Dataset/Clip50/0083.jpg,/media/andersen/D/Thesis/Dataset/Clip50/0082.jpg,/media/andersen/D/Thesis/GroundTruth/Clip50/0084.png
/media/andersen/D/Thesis/Dataset/Clip40/0318.jpg,/media/andersen/D/Thesis/Dataset/Clip40/0317.jpg,/media/andersen/D/Thesis/Dataset/Clip40/0316.jpg,/media/andersen/D/Thesis/GroundTruth/Clip40/0318.png
/media/andersen/D/Thesis/Dataset/Clip80/0052.jpg,/media/andersen/D/Thesis/Dataset/Clip80/0051.jpg,/media/andersen/D/Thesis/Dataset/Clip80/0050.jpg,/media/andersen/D/Thesis/GroundTruth/Clip80/0052.png
/media/andersen/D/Thesis/Dataset/Clip55/0114.jpg,/media/andersen/D/Thesis/Dataset/Clip55/0113.jpg,/media/andersen/D/Thesis/Dataset/Clip55/0112.jpg,/media/andersen/D/Thesis/GroundTruth/Clip55/0114.png
/media/andersen/D/Thesis/Dataset/Clip38/0011.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0010.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0009.jpg,/media/andersen/D/Thesis/GroundTruth/Clip38/0011.png
/media/andersen/D/Thesis/Dataset/Clip31/0359.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0358.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0357.jpg,/media/andersen/D/Thesis/GroundTruth/Clip31/0359.png
/media/andersen/D/Thesis/Dataset/Clip58/0185.jpg,/media/andersen/D/Thesis/Dataset/Clip58/0184.jpg,/media/andersen/D/Thesis/Dataset/Clip58/0183.jpg,/media/andersen/D/Thesis/GroundTruth/Clip58/0185.png
/media/andersen/D/Thesis/Dataset/Clip10/0025.jpg,/media/andersen/D/Thesis/Dataset/Clip10/0024.jpg,/media/andersen/D/Thesis/Dataset/Clip10/0023.jpg,/media/andersen/D/Thesis/GroundTruth/Clip10/0025.png
/media/andersen/D/Thesis/Dataset/Clip37/0357.jpg,/media/andersen/D/Thesis/Dataset/Clip37/0356.jpg,/media/andersen/D/Thesis/Dataset/Clip37/0355.jpg,/media/andersen/D/Thesis/GroundTruth/Clip37/0357.png
/media/andersen/D/Thesis/Dataset/Clip43/0167.jpg,/media/andersen/D/Thesis/Dataset/Clip43/0166.jpg,/media/andersen/D/Thesis/Dataset/Clip43/0165.jpg,/media/andersen/D/Thesis/GroundTruth/Clip43/0167.png
/media/andersen/D/Thesis/Dataset/Clip69/0348.jpg,/media/andersen/D/Thesis/Dataset/Clip69/0347.jpg,/media/andersen/D/Thesis/Dataset/Clip69/0346.jpg,/media/andersen/D/Thesis/GroundTruth/Clip69/0348.png
/media/andersen/D/Thesis/Dataset/Clip3/0098.jpg,/media/andersen/D/Thesis/Dataset/Clip3/0097.jpg,/media/andersen/D/Thesis/Dataset/Clip3/0096.jpg,/media/andersen/D/Thesis/GroundTruth/Clip3/0098.png
/media/andersen/D/Thesis/Dataset/Clip16/1009.jpg,/media/andersen/D/Thesis/Dataset/Clip16/1008.jpg,/media/andersen/D/Thesis/Dataset/Clip16/1007.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/1009.png
/media/andersen/D/Thesis/Dataset/Clip63/0032.jpg,/media/andersen/D/Thesis/Dataset/Clip63/0031.jpg,/media/andersen/D/Thesis/Dataset/Clip63/0030.jpg,/media/andersen/D/Thesis/GroundTruth/Clip63/0032.png
/media/andersen/D/Thesis/Dataset/Clip66/0283.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0282.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0281.jpg,/media/andersen/D/Thesis/GroundTruth/Clip66/0283.png
/media/andersen/D/Thesis/Dataset/Clip76/0027.jpg,/media/andersen/D/Thesis/Dataset/Clip76/0026.jpg,/media/andersen/D/Thesis/Dataset/Clip76/0025.jpg,/media/andersen/D/Thesis/GroundTruth/Clip76/0027.png
/media/andersen/D/Thesis/Dataset/Clip14/0127.jpg,/media/andersen/D/Thesis/Dataset/Clip14/0126.jpg,/media/andersen/D/Thesis/Dataset/Clip14/0125.jpg,/media/andersen/D/Thesis/GroundTruth/Clip14/0127.png
/media/andersen/D/Thesis/Dataset/Clip43/0158.jpg,/media/andersen/D/Thesis/Dataset/Clip43/0157.jpg,/media/andersen/D/Thesis/Dataset/Clip43/0156.jpg,/media/andersen/D/Thesis/GroundTruth/Clip43/0158.png
/media/andersen/D/Thesis/Dataset/Clip75/0354.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0353.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0352.jpg,/media/andersen/D/Thesis/GroundTruth/Clip75/0354.png
/media/andersen/D/Thesis/Dataset/Clip19/0030.jpg,/media/andersen/D/Thesis/Dataset/Clip19/0029.jpg,/media/andersen/D/Thesis/Dataset/Clip19/0028.jpg,/media/andersen/D/Thesis/GroundTruth/Clip19/0030.png
/media/andersen/D/Thesis/Dataset/Clip31/0373.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0372.jpg,/media/andersen/D/Thesis/Dataset/Clip31/0371.jpg,/media/andersen/D/Thesis/GroundTruth/Clip31/0373.png
/media/andersen/D/Thesis/Dataset/Clip75/0560.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0559.jpg,/media/andersen/D/Thesis/Dataset/Clip75/0558.jpg,/media/andersen/D/Thesis/GroundTruth/Clip75/0560.png
/media/andersen/D/Thesis/Dataset/Clip71/0331.jpg,/media/andersen/D/Thesis/Dataset/Clip71/0330.jpg,/media/andersen/D/Thesis/Dataset/Clip71/0329.jpg,/media/andersen/D/Thesis/GroundTruth/Clip71/0331.png
/media/andersen/D/Thesis/Dataset/Clip58/0099.jpg,/media/andersen/D/Thesis/Dataset/Clip58/0098.jpg,/media/andersen/D/Thesis/Dataset/Clip58/0097.jpg,/media/andersen/D/Thesis/GroundTruth/Clip58/0099.png
/media/andersen/D/Thesis/Dataset/Clip16/1040.jpg,/media/andersen/D/Thesis/Dataset/Clip16/1039.jpg,/media/andersen/D/Thesis/Dataset/Clip16/1038.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/1040.png
/media/andersen/D/Thesis/Dataset/Clip66/0306.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0305.jpg,/media/andersen/D/Thesis/Dataset/Clip66/0304.jpg,/media/andersen/D/Thesis/GroundTruth/Clip66/0306.png
/media/andersen/D/Thesis/Dataset/Clip17/0378.jpg,/media/andersen/D/Thesis/Dataset/Clip17/0377.jpg,/media/andersen/D/Thesis/Dataset/Clip17/0376.jpg,/media/andersen/D/Thesis/GroundTruth/Clip17/0378.png
/media/andersen/D/Thesis/Dataset/Clip50/0331.jpg,/media/andersen/D/Thesis/Dataset/Clip50/0330.jpg,/media/andersen/D/Thesis/Dataset/Clip50/0329.jpg,/media/andersen/D/Thesis/GroundTruth/Clip50/0331.png
/media/andersen/D/Thesis/Dataset/Clip65/0578.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0577.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0576.jpg,/media/andersen/D/Thesis/GroundTruth/Clip65/0578.png
/media/andersen/D/Thesis/Dataset/Clip12/0219.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0218.jpg,/media/andersen/D/Thesis/Dataset/Clip12/0217.jpg,/media/andersen/D/Thesis/GroundTruth/Clip12/0219.png
/media/andersen/D/Thesis/Dataset/Clip65/0357.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0356.jpg,/media/andersen/D/Thesis/Dataset/Clip65/0355.jpg,/media/andersen/D/Thesis/GroundTruth/Clip65/0357.png
/media/andersen/D/Thesis/Dataset/Clip78/0231.jpg,/media/andersen/D/Thesis/Dataset/Clip78/0230.jpg,/media/andersen/D/Thesis/Dataset/Clip78/0229.jpg,/media/andersen/D/Thesis/GroundTruth/Clip78/0231.png
/media/andersen/D/Thesis/Dataset/Clip38/0153.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0152.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0151.jpg,/media/andersen/D/Thesis/GroundTruth/Clip38/0153.png
/media/andersen/D/Thesis/Dataset/Clip16/0997.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0996.jpg,/media/andersen/D/Thesis/Dataset/Clip16/0995.jpg,/media/andersen/D/Thesis/GroundTruth/Clip16/0997.png
/media/andersen/D/Thesis/Dataset/Clip61/0103.jpg,/media/andersen/D/Thesis/Dataset/Clip61/0102.jpg,/media/andersen/D/Thesis/Dataset/Clip61/0101.jpg,/media/andersen/D/Thesis/GroundTruth/Clip61/0103.png
/media/andersen/D/Thesis/Dataset/Clip43/0110.jpg,/media/andersen/D/Thesis/Dataset/Clip43/0109.jpg,/media/andersen/D/Thesis/Dataset/Clip43/0108.jpg,/media/andersen/D/Thesis/GroundTruth/Clip43/0110.png
/media/andersen/D/Thesis/Dataset/Clip37/0395.jpg,/media/andersen/D/Thesis/Dataset/Clip37/0394.jpg,/media/andersen/D/Thesis/Dataset/Clip37/0393.jpg,/media/andersen/D/Thesis/GroundTruth/Clip37/0395.png
/media/andersen/D/Thesis/Dataset/Clip39/0123.jpg,/media/andersen/D/Thesis/Dataset/Clip39/0122.jpg,/media/andersen/D/Thesis/Dataset/Clip39/0121.jpg,/media/andersen/D/Thesis/GroundTruth/Clip39/0123.png
/media/andersen/D/Thesis/Dataset/Clip36/0192.jpg,/media/andersen/D/Thesis/Dataset/Clip36/0191.jpg,/media/andersen/D/Thesis/Dataset/Clip36/0190.jpg,/media/andersen/D/Thesis/GroundTruth/Clip36/0192.png
/media/andersen/D/Thesis/Dataset/Clip38/0500.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0499.jpg,/media/andersen/D/Thesis/Dataset/Clip38/0498.jpg,/media/andersen/D/Thesis/GroundTruth/Clip38/0500.png
